Agno;Tipo Institucion;Matricula primer agno hombres;Matricula primer agno mujeres
2007;C.F.T.;9;12
2007;C.F.T.;24;21
2007;C.F.T.;9;4
2007;C.F.T.;10;2
2007;C.F.T.;9;4
2007;C.F.T.;7;31
2007;C.F.T.;;49
2007;C.F.T.;28;3
2007;C.F.T.;19;3
2007;C.F.T.;11;23
2007;C.F.T.;8;42
2007;C.F.T.;14;40
2007;C.F.T.;19;7
2007;C.F.T.;21;1
2007;C.F.T.;18;1
2007;C.F.T.;13;12
2007;C.F.T.;3;11
2007;C.F.T.;;
2007;C.F.T.;13;11
2007;C.F.T.;35;28
2007;C.F.T.;17;3
2007;C.F.T.;24;9
2007;C.F.T.;21;3
2007;C.F.T.;20;
2007;C.F.T.;5;8
2007;C.F.T.;;3
2007;C.F.T.;1;9
2007;C.F.T.;1;11
2007;C.F.T.;4;2
2007;C.F.T.;13;3
2007;C.F.T.;7;2
2007;C.F.T.;;6
2007;C.F.T.;9;9
2007;C.F.T.;9;25
2007;C.F.T.;12;5
2007;C.F.T.;14;3
2007;C.F.T.;;
2007;C.F.T.;3;
2007;C.F.T.;13;1
2007;C.F.T.;24;19
2007;C.F.T.;19;19
2007;C.F.T.;13;9
2007;C.F.T.;8;5
2007;C.F.T.;24;17
2007;C.F.T.;13;1
2007;C.F.T.;10;12
2007;C.F.T.;5;34
2007;C.F.T.;10;0
2007;C.F.T.;4;1
2007;C.F.T.;4;1
2007;C.F.T.;24;3
2007;C.F.T.;5;1
2007;C.F.T.;10;5
2007;C.F.T.;4;2
2007;C.F.T.;5;1
2007;C.F.T.;0;0
2007;C.F.T.;1;
2007;C.F.T.;3;3
2007;C.F.T.;;
2007;C.F.T.;10;34
2007;C.F.T.;4;12
2007;C.F.T.;10;29
2007;C.F.T.;2;14
2007;C.F.T.;12;71
2007;C.F.T.;8;119
2007;C.F.T.;3;69
2007;C.F.T.;8;221
2007;C.F.T.;9;199
2007;F.F.A.A.;170;38
2007;F.F.A.A.;25;5
2007;F.F.A.A.;120;44
2007;F.F.A.A.;16;
2007;F.F.A.A.;7;
2007;F.F.A.A.;5;
2007;F.F.A.A.;6;
2007;F.F.A.A.;6;
2007;F.F.A.A.;15;
2007;F.F.A.A.;17;
2007;F.F.A.A.;21;
2007;F.F.A.A.;13;
2007;F.F.A.A.;14;
2007;F.F.A.A.;37;
2007;F.F.A.A.;7;
2007;F.F.A.A.;29;
2007;F.F.A.A.;5;
2007;F.F.A.A.;19;
2007;F.F.A.A.;4;
2007;F.F.A.A.;1;
2007;F.F.A.A.;7;
2007;F.F.A.A.;10;
2007;F.F.A.A.;7;
2007;F.F.A.A.;37;
2007;F.F.A.A.;7;
2007;F.F.A.A.;10;
2007;F.F.A.A.;6;
2007;F.F.A.A.;14;
2007;F.F.A.A.;15;
2007;F.F.A.A.;134;
2007;F.F.A.A.;26;
2007;F.F.A.A.;529;
2007;F.F.A.A.;;10
2007;F.F.A.A.;;24
2007;F.F.A.A.;3;4
2007;F.F.A.A.;8;4
2007;F.F.A.A.;60;13
2007;F.F.A.A.;16;3
2007;F.F.A.A.;5;4
2007;F.F.A.A.;;
2007;F.F.A.A.;25;
2007;F.F.A.A.;25;
2007;F.F.A.A.;10;
2007;F.F.A.A.;20;
2007;F.F.A.A.;20;
2007;F.F.A.A.;20;
2007;F.F.A.A.;;
2007;F.F.A.A.;50;
2007;F.F.A.A.;;
2007;F.F.A.A.;;
2007;F.F.A.A.;25;
2007;F.F.A.A.;40;
2007;F.F.A.A.;;
2007;F.F.A.A.;;
2006;Univ.;48;42
2006;Univ.;138;85
2006;Univ.;64;52
2006;Univ.;77;68
2006;Univ.;15;7
2006;Univ.;65;57
2006;Univ.;51;79
2006;Univ.;10;11
2006;Univ.;0;5
2006;Univ.;79;101
2006;Univ.;18;52
2006;Univ.;11;25
2006;Univ.;19;21
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;;
2006;Univ.;43;78
2006;Univ.;18;2
2006;Univ.;135;148
2006;Univ.;15;14
2006;Univ.;23;8
2006;Univ.;18;17
2006;Univ.;;
2006;Univ.;18;10
2006;Univ.;0;0
2006;Univ.;20;5
2006;Univ.;15;16
2006;Univ.;11;24
2006;Univ.;10;17
2006;Univ.;14;26
2006;Univ.;22;38
2006;Univ.;15;30
2006;Univ.;18;14
2006;Univ.;189;151
2006;Univ.;1;25
2006;Univ.;36;24
2006;Univ.;18;4
2006;Univ.;0;0
2006;Univ.;34;17
2006;Univ.;17;33
2006;Univ.;28;34
2006;Univ.;28;39
2006;Univ.;25;30
2006;Univ.;15;65
2006;Univ.;7;25
2006;Univ.;10;20
2006;Univ.;102;58
2006;Univ.;7;28
2006;Univ.;10;59
2006;Univ.;36;43
2006;Univ.;44;65
2006;Univ.;27;43
2006;Univ.;3;32
2006;Univ.;17;23
2006;Univ.;0;0
2006;Univ.;;
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;;
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;484;107
2006;Univ.;;
2006;Univ.;6;24
2006;Univ.;12;12
2006;Univ.;128;104
2006;Univ.;145;105
2006;Univ.;16;25
2006;Univ.;36;64
2006;Univ.;15;62
2006;Univ.;20;81
2006;Univ.;15;7
2006;Univ.;133;78
2006;Univ.;30;67
2006;Univ.;23;7
2006;Univ.;15;13
2006;Univ.;15;5
2006;Univ.;33;27
2006;Univ.;20;14
2006;Univ.;75;148
2006;Univ.;9;5
2006;Univ.;37;73
2006;Univ.;26;59
2006;Univ.;27;23
2006;Univ.;5;36
2006;Univ.;126;95
2006;Univ.;0;119
2006;Univ.;0;0
2006;Univ.;16;19
2006;Univ.;39;56
2006;Univ.;0;0
2006;Univ.;13;3
2006;Univ.;32;28
2006;Univ.;35;29
2006;Univ.;6;18
2006;Univ.;13;23
2006;Univ.;24;42
2006;Univ.;0;0
2006;Univ.;33;8
2006;Univ.;2;7
2006;Univ.;9;89
2006;Univ.;70;21
2006;Univ.;39;31
2006;Univ.;150;38
2006;Univ.;335;65
2006;Univ.;30;52
2006;Univ.;31;18
2006;Univ.;28;22
2006;Univ.;62;55
2006;Univ.;52;33
2006;Univ.;29;44
2006;Univ.;22;5
2006;Univ.;;
2006;Univ.;15;3
2006;Univ.;16;16
2006;Univ.;14;3
2006;Univ.;49;31
2006;Univ.;42;42
2006;Univ.;39;42
2006;Univ.;44;30
2006;Univ.;19;43
2006;Univ.;;
2006;Univ.;24;53
2006;Univ.;23;18
2006;Univ.;;
2006;Univ.;77;27
2006;Univ.;24;11
2006;Univ.;29;30
2006;Univ.;19;10
2006;Univ.;19;21
2006;Univ.;13;26
2006;Univ.;24;33
2006;Univ.;38;31
2006;Univ.;22;25
2006;Univ.;18;46
2006;Univ.;40;27
2006;Univ.;13;57
2006;Univ.;27;33
2006;Univ.;80;76
2006;Univ.;3;36
2006;Univ.;6;34
2006;Univ.;2;38
2006;Univ.;;44
2006;Univ.;8;36
2006;Univ.;6;36
2006;Univ.;8;15
2006;Univ.;;
2006;Univ.;6;24
2006;Univ.;11;16
2006;Univ.;;25
2006;Univ.;14;26
2006;Univ.;;36
2006;Univ.;35;
2006;Univ.;20;20
2006;Univ.;31;23
2006;Univ.;;
2006;Univ.;17;34
2006;Univ.;17;19
2006;Univ.;;
2006;Univ.;20;29
2006;Univ.;21;5
2006;Univ.;24;16
2006;Univ.;33;25
2006;Univ.;23;53
2006;Univ.;;
2006;Univ.;22;88
2006;Univ.;12;47
2006;Univ.;22;17
2006;Univ.;71;37
2006;Univ.;6;54
2006;Univ.;15;69
2006;Univ.;38;47
2006;Univ.;29;56
2006;Univ.;40;34
2006;Univ.;24;18
2006;Univ.;21;39
2006;Univ.;19;3
2006;Univ.;44;18
2006;Univ.;32;1
2006;Univ.;32;3
2006;Univ.;38;3
2006;Univ.;22;3
2006;Univ.;37;5
2006;Univ.;22;5
2006;Univ.;42;8
2006;Univ.;31;9
2006;Univ.;32;22
2006;Univ.;34;4
2006;Univ.;251;59
2006;Univ.;30;11
2006;Univ.;24;30
2006;Univ.;;
2006;Univ.;17;7
2006;Univ.;;
2006;Univ.;31;41
2006;Univ.;52;40
2006;Univ.;73;52
2006;Univ.;22;14
2006;Univ.;18;5
2006;Univ.;10;13
2006;Univ.;40;33
2006;Univ.;5;17
2006;Univ.;5;3
2006;Univ.;16;31
2006;Univ.;;
2006;Univ.;;
2006;Univ.;15;29
2006;Univ.;17;16
2006;Univ.;17;30
2006;Univ.;2;19
2006;Univ.;15;11
2006;Univ.;22;11
2006;Univ.;13;28
2006;Univ.;17;37
2006;Univ.;7;36
2006;Univ.;80;78
2006;Univ.;2;55
2006;Univ.;1;43
2006;Univ.;7;36
2006;Univ.;11;27
2006;Univ.;5;21
2006;Univ.;14;47
2006;Univ.;33;22
2006;Univ.;20;12
2006;Univ.;16;14
2006;Univ.;18;35
2006;Univ.;25;32
2006;Univ.;23;11
2006;Univ.;22;22
2006;Univ.;33;29
2006;Univ.;1;5
2006;Univ.;24;35
2006;Univ.;18;30
2006;Univ.;37;28
2006;Univ.;37;2
2006;Univ.;77;4
2006;Univ.;69;8
2006;Univ.;27;5
2006;Univ.;41;9
2006;Univ.;97;50
2006;Univ.;69;3
2006;Univ.;31;16
2006;Univ.;48;1
2006;Univ.;60;4
2006;Univ.;12;44
2006;Univ.;18;14
2006;Univ.;81;9
2006;Univ.;57;14
2006;Univ.;28;14
2006;Univ.;59;2
2006;Univ.;29;39
2006;Univ.;34;40
2006;Univ.;17;5
2006;Univ.;10;2
2006;Univ.;42;24
2006;Univ.;21;15
2006;Univ.;;
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;30;38
2006;Univ.;30;27
2006;Univ.;;
2006;Univ.;;
2006;Univ.;48;12
2006;Univ.;12;7
2006;Univ.;0;0
2006;Univ.;35;53
2006;Univ.;55;3
2006;Univ.;94;6
2006;Univ.;93;8
2006;Univ.;128;12
2006;Univ.;78;13
2006;Univ.;0;0
2006;Univ.;77;19
2006;Univ.;77;33
2006;Univ.;93;34
2006;Univ.;24;4
2006;Univ.;76;15
2006;Univ.;0;0
2006;Univ.;97;8
2006;Univ.;273;63
2006;Univ.;258;69
2006;Univ.;59;42
2006;Univ.;29;4
2006;Univ.;32;1
2006;Univ.;25;4
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;;
2006;Univ.;0;0
2006;Univ.;18;1
2006;Univ.;30;0
2006;Univ.;0;0
2006;Univ.;15;2
2006;Univ.;2;0
2006;Univ.;6;3
2006;Univ.;0;0
2006;Univ.;13;2
2006;Univ.;4;0
2006;Univ.;;
2006;Univ.;7;4
2006;Univ.;24;2
2006;Univ.;20;1
2006;Univ.;51;2
2006;Univ.;53;3
2006;Univ.;48;2
2006;Univ.;0;0
2006;Univ.;39;32
2006;Univ.;25;19
2006;Univ.;7;3
2006;Univ.;8;5
2006;Univ.;66;19
2006;Univ.;6;10
2006;Univ.;;
2006;Univ.;8;35
2006;Univ.;13;33
2006;Univ.;;
2006;Univ.;53;15
2006;Univ.;72;16
2006;Univ.;50;16
2006;Univ.;70;19
2006;Univ.;;
2006;Univ.;74;1
2006;Univ.;90;0
2006;Univ.;41;5
2006;Univ.;87;2
2006;Univ.;;
2006;Univ.;25;0
2006;Univ.;88;2
2006;Univ.;;
2006;Univ.;56;2
2006;Univ.;46;1
2006;Univ.;51;1
2006;Univ.;36;6
2006;Univ.;12;28
2006;Univ.;35;6
2006;Univ.;34;8
2006;Univ.;30;11
2006;Univ.;20;9
2006;Univ.;23;18
2006;Univ.;31;22
2006;Univ.;55;9
2006;Univ.;;
2006;Univ.;54;54
2006;Univ.;0;0
2006;Univ.;46;68
2006;Univ.;10;17
2006;Univ.;0;0
2006;Univ.;65;62
2006;Univ.;0;0
2006;Univ.;17;28
2006;Univ.;0;0
2006;Univ.;25;35
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;24;28
2006;Univ.;27;34
2006;Univ.;22;13
2006;Univ.;56;55
2006;Univ.;14;18
2006;Univ.;47;16
2006;Univ.;24;19
2006;Univ.;0;0
2006;Univ.;10;20
2006;Univ.;;
2006;Univ.;0;0
2006;Univ.;20;34
2006;Univ.;0;0
2006;Univ.;23;40
2006;Univ.;7;22
2006;Univ.;0;0
2006;Univ.;7;33
2006;Univ.;23;35
2006;Univ.;0;0
2006;Univ.;17;19
2006;Univ.;21;21
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;8;33
2006;Univ.;0;0
2006;Univ.;24;32
2006;Univ.;0;0
2006;Univ.;17;25
2006;Univ.;15;35
2006;Univ.;14;48
2006;Univ.;24;38
2006;Univ.;12;39
2006;Univ.;0;0
2006;Univ.;16;24
2006;Univ.;0;0
2006;Univ.;95;15
2006;Univ.;0;0
2006;Univ.;80;12
2006;Univ.;0;0
2006;Univ.;27;13
2006;Univ.;51;12
2006;Univ.;0;0
2006;Univ.;72;18
2006;Univ.;0;0
2006;Univ.;64;20
2006;Univ.;0;0
2006;Univ.;57;27
2006;Univ.;0;0
2006;Univ.;87;2
2006;Univ.;0;0
2006;Univ.;36;33
2006;Univ.;43;35
2006;Univ.;0;0
2006;Univ.;62;4
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;4;50
2006;Univ.;10;29
2006;Univ.;31;4
2006;Univ.;15;21
2006;Univ.;24;15
2006;Univ.;29;4
2006;Univ.;33;6
2006;Univ.;0;0
2006;Univ.;39;13
2006;Univ.;0;0
2006;Univ.;25;15
2006;Univ.;0;0
2006;Univ.;31;11
2006;Univ.;0;0
2006;Univ.;25;12
2006;Univ.;37;6
2006;Univ.;54;11
2006;Univ.;28;10
2006;Univ.;26;14
2006;Univ.;40;5
2006;Univ.;0;0
2006;Univ.;18;24
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;27;34
2006;Univ.;27;18
2006;Univ.;16;14
2006;Univ.;48;35
2006;Univ.;46;37
2006;Univ.;20;26
2006;Univ.;18;10
2006;Univ.;17;4
2006;Univ.;63;45
2006;Univ.;46;33
2006;Univ.;17;27
2006;Univ.;20;32
2006;Univ.;25;19
2006;Univ.;21;25
2006;Univ.;28;32
2006;Univ.;22;34
2006;Univ.;41;41
2006;Univ.;11;25
2006;Univ.;0;0
2006;Univ.;8;29
2006;Univ.;7;45
2006;Univ.;12;43
2006;Univ.;22;24
2006;Univ.;12;32
2006;Univ.;38;32
2006;Univ.;27;32
2006;Univ.;21;39
2006;Univ.;27;27
2006;Univ.;9;49
2006;Univ.;0;0
2006;Univ.;32;3
2006;Univ.;0;0
2006;Univ.;58;10
2006;Univ.;52;10
2006;Univ.;41;15
2006;Univ.;0;0
2006;Univ.;13;29
2006;Univ.;26;2
2006;Univ.;44;17
2006;Univ.;51;6
2006;Univ.;30;5
2006;Univ.;13;14
2006;Univ.;34;32
2006;Univ.;48;37
2006;Univ.;18;24
2006;Univ.;9;7
2006;Univ.;55;33
2006;Univ.;15;17
2006;Univ.;49;28
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;7;11
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;7;13
2006;Univ.;28;43
2006;Univ.;24;50
2006;Univ.;39;49
2006;Univ.;32;54
2006;Univ.;5;4
2006;Univ.;18;39
2006;Univ.;0;0
2006;Univ.;2;1
2006;Univ.;35;70
2006;Univ.;23;27
2006;Univ.;24;42
2006;Univ.;28;23
2006;Univ.;61;10
2006;Univ.;17;3
2006;Univ.;31;11
2006;Univ.;58;35
2006;Univ.;53;24
2006;Univ.;25;8
2006;Univ.;36;6
2006;Univ.;24;13
2006;Univ.;10;6
2006;Univ.;38;30
2006;Univ.;3;10
2006;Univ.;14;23
2006;Univ.;22;33
2006;Univ.;32;33
2006;Univ.;19;32
2006;Univ.;49;31
2006;Univ.;;
2006;Univ.;16;35
2006;Univ.;14;6
2006;Univ.;;
2006;Univ.;;
2006;Univ.;;
2006;Univ.;17;28
2006;Univ.;22;23
2006;Univ.;15;30
2006;Univ.;5;35
2006;Univ.;2;37
2006;Univ.;9;30
2006;Univ.;10;20
2006;Univ.;9;31
2006;Univ.;6;23
2006;Univ.;13;27
2006;Univ.;25;15
2006;Univ.;13;21
2006;Univ.;14;17
2006;Univ.;20;13
2006;Univ.;21;14
2006;Univ.;5;14
2006;Univ.;8;37
2006;Univ.;72;22
2006;Univ.;;
2006;Univ.;;
2006;Univ.;;
2006;Univ.;;
2006;Univ.;;
2006;Univ.;162;72
2006;Univ.;15;33
2006;Univ.;37;4
2006;Univ.;72;22
2006;Univ.;68;15
2006;Univ.;86;4
2006;Univ.;;
2006;Univ.;16;18
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;5;14
2006;Univ.;2;6
2006;Univ.;4;5
2006;Univ.;3;6
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;25;31
2006;Univ.;2;11
2006;Univ.;4;16
2006;Univ.;4;19
2006;Univ.;0;12
2006;Univ.;5;33
2006;Univ.;13;11
2006;Univ.;5;21
2006;Univ.;3;15
2006;Univ.;0;0
2006;Univ.;0;17
2006;Univ.;7;0
2006;Univ.;6;0
2006;Univ.;37;15
2006;Univ.;18;15
2006;Univ.;0;0
2006;Univ.;47;6
2006;Univ.;0;0
2006;Univ.;29;26
2006;Univ.;18;2
2006;Univ.;0;0
2006;Univ.;9;2
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;4;1
2006;Univ.;5;1
2006;Univ.;6;3
2006;Univ.;4;2
2006;Univ.;11;0
2006;Univ.;5;0
2006;Univ.;6;3
2006;Univ.;23;0
2006;Univ.;0;0
2006;Univ.;42;0
2006;Univ.;8;0
2006;Univ.;7;
2006;Univ.;4;2
2006;Univ.;6;3
2006;Univ.;0;0
2006;Univ.;17;5
2006;Univ.;0;0
2006;Univ.;34;4
2006;Univ.;13;0
2006;Univ.;0;0
2006;Univ.;17;
2006;Univ.;34;0
2006;Univ.;44;2
2006;Univ.;40;1
2006;Univ.;0;0
2006;Univ.;7;9
2006;Univ.;19;41
2006;Univ.;7;8
2006;Univ.;29;34
2006;Univ.;5;9
2006;Univ.;18;9
2006;Univ.;26;25
2006;Univ.;48;62
2006;Univ.;13;14
2006;Univ.;28;13
2006;Univ.;34;29
2006;Univ.;86;76
2006;Univ.;10;8
2006;Univ.;10;13
2006;Univ.;18;33
2006;Univ.;47;67
2006;Univ.;2;4
2006;Univ.;9;20
2006;Univ.;22;63
2006;Univ.;12;18
2006;Univ.;28;20
2006;Univ.;32;20
2006;Univ.;16;32
2006;Univ.;40;46
2006;Univ.;43;21
2006;Univ.;13;6
2006;Univ.;35;71
2006;Univ.;22;28
2006;Univ.;42;12
2006;Univ.;58;93
2006;Univ.;23;17
2006;Univ.;27;27
2006;Univ.;41;25
2006;Univ.;6;19
2006;Univ.;29;69
2006;Univ.;28;29
2006;Univ.;37;29
2006;Univ.;13;48
2006;Univ.;18;95
2006;Univ.;58;80
2006;Univ.;0;21
2006;Univ.;0;48
2006;Univ.;42;30
2006;Univ.;35;42
2006;Univ.;43;37
2006;Univ.;4;43
2006;Univ.;7;80
2006;Univ.;6;45
2006;Univ.;10;47
2006;Univ.;20;34
2006;Univ.;23;19
2006;Univ.;35;31
2006;Univ.;8;58
2006;Univ.;5;44
2006;Univ.;47;60
2006;Univ.;35;43
2006;Univ.;22;26
2006;Univ.;27;37
2006;Univ.;29;38
2006;Univ.;29;40
2006;Univ.;98;14
2006;Univ.;44;13
2006;Univ.;23;9
2006;Univ.;36;9
2006;Univ.;34;21
2006;Univ.;71;41
2006;Univ.;85;21
2006;Univ.;12;13
2006;Univ.;16;23
2006;Univ.;11;18
2006;Univ.;6;7
2006;Univ.;18;23
2006;Univ.;19;18
2006;Univ.;3;17
2006;Univ.;19;26
2006;Univ.;5;21
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;9;38
2006;Univ.;27;57
2006;Univ.;0;45
2006;Univ.;4;38
2006;Univ.;7;20
2006;Univ.;2;1
2006;Univ.;11;29
2006;Univ.;27;26
2006;Univ.;;
2006;Univ.;0;3
2006;Univ.;8;12
2006;Univ.;8;63
2006;Univ.;24;23
2006;Univ.;30;34
2006;Univ.;4;39
2006;Univ.;26;37
2006;Univ.;21;26
2006;Univ.;2;3
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;239;47
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;7;14
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;31;27
2006;Univ.;37;32
2006;Univ.;34;27
2006;Univ.;0;0
2006;Univ.;4;5
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;12;19
2006;Univ.;23;31
2006;Univ.;18;15
2006;Univ.;13;27
2006;Univ.;24;44
2006;Univ.;13;28
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;34;17
2006;Univ.;26;10
2006;Univ.;21;21
2006;Univ.;15;43
2006;Univ.;21;35
2006;Univ.;26;32
2006;Univ.;4;38
2006;Univ.;9;26
2006;Univ.;26;39
2006;Univ.;20;24
2006;Univ.;15;14
2006;Univ.;36;1
2006;Univ.;16;16
2006;Univ.;0;0
2006;Univ.;56;15
2006;Univ.;0;0
2006;Univ.;48;3
2006;Univ.;0;0
2006;Univ.;41;0
2006;Univ.;10;19
2006;Univ.;0;0
2006;Univ.;44;7
2006;Univ.;51;20
2006;Univ.;19;7
2006;Univ.;0;0
2006;Univ.;40;6
2006;Univ.;3;0
2006;Univ.;0;5
2006;Univ.;0;0
2006;Univ.;8;9
2006;Univ.;0;0
2006;Univ.;0;1
2006;Univ.;6;2
2006;Univ.;6;2
2006;Univ.;1;2
2006;Univ.;5;3
2006;Univ.;25;21
2006;Univ.;7;3
2006;Univ.;4;3
2006;Univ.;;
2006;Univ.;4;2
2006;Univ.;12;7
2006;Univ.;2;4
2006;Univ.;21;33
2006;Univ.;1;4
2006;Univ.;15;18
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;8
2006;Univ.;0;0
2006;Univ.;5;7
2006;Univ.;0;0
2006;Univ.;0;3
2006;Univ.;0;0
2006;Univ.;5;4
2006;Univ.;0;0
2006;Univ.;18;5
2006;Univ.;0;0
2006;Univ.;10;9
2006;Univ.;8;14
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;3;5
2006;Univ.;0;0
2006;Univ.;7;56
2006;Univ.;0;0
2006;Univ.;21;29
2006;Univ.;4;11
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;29;8
2006;Univ.;17;2
2006;Univ.;0;0
2006;Univ.;14;3
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;14;3
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;11;0
2006;Univ.;0;0
2006;Univ.;6;2
2006;Univ.;20;3
2006;Univ.;27;2
2006;Univ.;22;0
2006;Univ.;6;1
2006;Univ.;6;2
2006;Univ.;3;2
2006;Univ.;32;0
2006;Univ.;37;48
2006;Univ.;66;56
2006;Univ.;;
2006;Univ.;;
2006;Univ.;42;40
2006;Univ.;;
2006;Univ.;26;12
2006;Univ.;38;39
2006;Univ.;31;26
2006;Univ.;8;6
2006;Univ.;16;63
2006;Univ.;51;57
2006;Univ.;14;39
2006;Univ.;24;30
2006;Univ.;29;49
2006;Univ.;24;35
2006;Univ.;48;6
2006;Univ.;51;23
2006;Univ.;21;24
2006;Univ.;38;14
2006;Univ.;36;15
2006;Univ.;;
2006;Univ.;51;1
2006;Univ.;46;1
2006;Univ.;23;12
2006;Univ.;8;10
2006;Univ.;68;24
2006;Univ.;62;33
2006;Univ.;18;9
2006;Univ.;8;6
2006;Univ.;18;16
2006;Univ.;8;12
2006;Univ.;26;13
2006;Univ.;7;14
2006;Univ.;30;50
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;28;67
2006;Univ.;54;46
2006;Univ.;0;30
2006;Univ.;16;47
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;8;0
2006;Univ.;1;0
2006;Univ.;5;0
2006;Univ.;21;9
2006;Univ.;13;0
2006;Univ.;20;0
2006;Univ.;43;29
2006;Univ.;49;50
2006;Univ.;142;84
2006;Univ.;16;24
2006;Univ.;44;27
2006;Univ.;72;47
2006;Univ.;0;0
2006;Univ.;68;58
2006;Univ.;10;30
2006;Univ.;;
2006;Univ.;67;107
2006;Univ.;0;0
2006;Univ.;62;81
2006;Univ.;32;27
2006;Univ.;70;94
2006;Univ.;50;124
2006;Univ.;34;27
2006;Univ.;107;109
2006;Univ.;1;28
2006;Univ.;2;42
2006;Univ.;19;23
2006;Univ.;12;22
2006;Univ.;9;81
2006;Univ.;43;31
2006;Univ.;29;50
2006;Univ.;37;43
2006;Univ.;14;5
2006;Univ.;85;11
2006;Univ.;73;15
2006;Univ.;169;39
2006;Univ.;48;7
2006;Univ.;42;3
2006;Univ.;0;0
2006;Univ.;25;16
2006;Univ.;34;39
2006;Univ.;37;26
2006;Univ.;19;9
2006;Univ.;18;25
2006;Univ.;14;10
2006;Univ.;75;68
2006;Univ.;0;0
2006;Univ.;;
2006;Univ.;42;28
2006;Univ.;9;17
2006;Univ.;5;9
2006;Univ.;14;26
2006;Univ.;20;88
2006;Univ.;8;5
2006;Univ.;11;8
2006;Univ.;9;12
2006;Univ.;4;17
2006;Univ.;23;15
2006;Univ.;10;5
2006;Univ.;45;60
2006;Univ.;22;19
2006;Univ.;129;208
2006;Univ.;98;93
2006;Univ.;0;25
2006;Univ.;3;42
2006;Univ.;0;16
2006;Univ.;0;37
2006;Univ.;13;44
2006;Univ.;5;7
2006;Univ.;6;6
2006;Univ.;17;7
2006;Univ.;65;45
2006;Univ.;23;48
2006;Univ.;18;31
2006;Univ.;;
2006;Univ.;42;7
2006;Univ.;38;18
2006;Univ.;;
2006;Univ.;33;6
2006;Univ.;15;1
2006;Univ.;33;4
2006;Univ.;;
2006;Univ.;;
2006;Univ.;12;20
2006;Univ.;5;7
2006;Univ.;0;3
2006;Univ.;32;29
2006;Univ.;;
2006;Univ.;27;21
2006;Univ.;29;7
2006;Univ.;27;26
2006;Univ.;0;0
2006;Univ.;31;16
2006;Univ.;34;53
2006;Univ.;16;17
2006;Univ.;1;13
2006;Univ.;17;35
2006;Univ.;3;10
2006;Univ.;57;40
2006;Univ.;5;5
2006;Univ.;0;0
2006;Univ.;2;42
2006;Univ.;;5
2006;Univ.;0;0
2006;Univ.;24;35
2006;Univ.;3;13
2006;Univ.;;
2006;Univ.;19;37
2006;Univ.;19;37
2006;Univ.;;
2006;Univ.;;
2006;Univ.;52;15
2006;Univ.;;
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;38;28
2006;Univ.;30;59
2006;Univ.;16;25
2006;Univ.;14;47
2006;Univ.;45;45
2006;Univ.;14;30
2006;Univ.;3;39
2006;Univ.;18;16
2006;Univ.;24;25
2006;Univ.;18;22
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;5;1
2006;Univ.;24;7
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;70;14
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;0;0
2006;Univ.;1;2
